index,s1,r,s2
"1301","Tela Accords","nicknamed","the Dodd plan"
"1301","Tela Accords","nicknamed","by Hondurans"
"1302","James Baker",",","Secretary of State"
"1302","Eduard Shevardnadze",",","Soviet Foreign Minister"
"1302","Eduard Shevardnadze","arrived","Managua"
"1303","Mr. Shevardnadze","felt legitimized to","unveil his own peace plan"
"1303","The U.S.S.R","prolong","suspension"
"1303","suspension","of","arms shipments"
"1303","arms shipments","to","Nicaragua"
"1304","Nicaragua","through","Cuba"
"1305","Mr. Shevardnadze","'s","proposals"
"1305","proposals","followed","discussions"
"1305","discussions","with","Mr. Baker"
"1306","Hard Copy","","new syndicated"
"1306","Hard Copy","","reality '' show"
"1306","Hard Copy","records","viewers ' opinions"
"1306","viewers ' opinions","for","possible airing"
"1306","possible airing","on","next day 's show"
"1307","Mike Parks",",","president"
"1307","president","of","Call Interactive"
"1307","Call Interactive","supplied","technology"
"1307","technology","for","ABC Sports"
"1307","technology","for","NBC 's consumer minutes"
"1308","Call Interactive",",","joint venture"
"1308","joint venture","of","American Express Co"
"1308","joint venture","of","American Telephone & amp ; Telegraph Co"
"1309","the venture","Formed","August"
"1309","the venture","weds","AT & amp ; T 's newly expanded 900 service"
"1309","the venture","weds","200 voice-activated computers"
"1309","200 voice-activated computers","in","Omaha"
"1309","American Express","'s","Omaha"
"1309","Omaha",",","Neb"
"1310","long-distance carriers","marketing","enhanced 900 service"
"1310","special consultants","springing up","exploit the new tool"
"1311","Blair Entertainment",",","New York"
"1311","Blair Entertainment","advises","TV stations"
"1311","Blair Entertainment","sells","ads"
"1311","ads","for","TV stations"
"1311","Blair Entertainment","formed","subsidiary"
"1311","subsidiary","--","900 Blair"
"1311","900 Blair","apply the technology","to television"
"1312","use of 900 toll numbers","expanding rapidly","recent years"
"1313","cost","of","900 call"
"1313","cost","set","the originator"
"1313","ABC Sports","cheapest","starting at 75 cents"
"1314","NBC","'s","On-Line '' consumer minutes"
"1314","On-Line '' consumer minutes","increased","advertiser spending"
"1314","advertiser spending",",",","
"1314","during the day",",","network 's weakest period"
"1315","Unilever N.V. 's Lever Bros","sponsors","Mondays"
"1315","Unilever N.V. 's Lever Bros","sponsors","tips on diet and exercise"
"1315","tips on diet and exercise","followed by","30-second Lever Bros. commercial"
"1316","Viewers","call","900 number"
"1316","900 number","for","additional advice"
"1316","additional advice","tailored","needs based on the numbers they punch"
"1317","Diane Seaman",",","NBC-TV vice president"
"1317","NBC","charge","premium rates"
"1317","premium rates","for","this ad time"
"1318","Mr . Parks","of","Call Interactive"
"1318","TV executives","considering","use of 900 numbers"
"1318","use of 900 numbers","for","talk shows"
"1318","use of 900 numbers","for","game shows"
"1318","use of 900 numbers","for","news"
"1318","use of 900 numbers","for","opinion surveys"
"1319","Hard Copy",",","new syndicated tabloid show"
"1319","new syndicated tabloid show","from","Paramount Pictures"
"1319","Hard Copy","will use","900 number"
"1319","900 number","for","additional purposes"
"1319","additional purposes","include","research"
"1319","Mark B. von S. Monsky","","executive producer"
"1320","Mr. Monsky","sees","bigger changes ahead"
"1321","$ 300 million","of","9 % notes"
"1322","issue","was","priced"
"1322","Treasury","'s","10-year note"
"1322","priced","above","Treasury"
"1323","Moody","'s","Investors Service Inc"
"1323","issue","Rated","single-A-3"
"1323","Moody","Rated","single-A-3"
"1323","issue","sold through","underwriters"
"1323","underwriters","led by","Goldman , Sachs & amp ; Co"
"1324","revenue bonds","for","Kaiser Permanente"
"1324","revenue bonds","by","PaineWebber Inc. group"
"1324","revenue bonds","from","6.25 %"
"1325","bonds","are","double-A-2"
"1325","Moody","rated","double-A-2"
"1325","S & amp ; P","rated","double-A"
"1326","revenue bonds","for","Hahnemann University"
"1326","117 million","of","revenue bonds"
"1326","revenue bonds","priced","Merrill Lynch Capital Markets group"
"1327","bonds","are","insured"
"1327","bonds","are","triple-A"
"1327","Moody","rated","triple-A"
"1327","S & amp ; P","rated","triple-A"
"1328","$ 100.4 million","of","capital appreciation bonds"
"1328","capital appreciation bonds","priced by","Prudential-Bache Capital Funding group"
"1329","bonds","rating of","double-A-1"
"1329","double-A-1","from","Moody"
"1330","New York Stock Exchange","said","seat"
"1330","seat","sold for","$ 436,000"
"1330","seat","down","$ 39,000"
"1331","Exchange seats","peak of","$ 1,150,000"
"1332","sale","of","Passive Components division"
"1332","Passive Components division","to","AVX"
"1332","AVX Corp","completed","sale"
"1332","Unitrode Corp","completed","sale"
"1333","AVX",",","New York-based"
"1333","AVX","maker of","electronic products"
"1333","AVX","paid","$ 11 million"
"1333","$ 11 million","in","cash"
"1333","AVX","paid","Unitrode"
"1333","Unitrode","maker of","semiconductor products"
"1333","Unitrode","a","Lexington-based"
"1334","Passive Components","makes","capacitors"
"1334","Passive Components","makes","filters"
"1334","capacitors","used to","protect electronics"
"1334","filters","used to","protect electronics"
"1335","Senate","getting","agreement"
"1335","agreement","from","House committee chairmen"
"1336","Speaker Thomas Foley","(","D. , Wash"
"1337","Mr. Jobs","to","remedy"
"1337","remedy","computer 's","drawbacks"
"1337","Mr. Jobs","lowering","entry-level price"
"1337","entry-level price","for","Next machine"
"1337","entry-level price","by","$ 1,500"
"1338","hard drive","is","storage device"
"1338","storage device","choice","desktop computer"
"1338","buyers","pay","full price"
"1338","buyers","supplement","optical device"
"1339","Mr. Jobs","co-founder of","Apple Computer Inc"
"1339","Mr. Jobs","founded","Next"
"1340","Next computer","introduced","year ago"
"1340","Next computer","aimed","university computer users"
"1341","Universities","buy","Next computer"
"1341","Next computer","without","optical storage device"
"1341","optical storage device","for","$ 4,995"
"1342","Mr. Jobs","at","conference"
"1342","conference","on","university computing"
"1343","Businessland","is","exclusive dealer"
"1343","Next","'s","exclusive dealer"
"1343","exclusive dealer","to","corporations"
"1343","Businessland","advising","customers"
"1343","customers","purchase","hard drives"
"1343","hard drives","with","machines"
"1344","HomeFed Corp","its","subsidiary"
"1344","subsidiary",",","Home Federal Savings & amp ; Loan"
"1344","Home Federal Savings & amp ; Loan","changed","HomeFed Bank"
"1344","federal savings and loan","converted","federal savings bank"
"1345","Office of Thrift Supervision","approved","conversion"
"1346","Gallup Poll","commissioned","New York Business Group on Health"
"1346","Gallup Poll","found","work force"
"1346","work force","suffer","anxiety disorders"
"1346","work force","suffer","stress-related illness"
"1346","25 %","of","work force"
"1346","Gallup Poll","found","depression"
"1346","13 %","suffering from","depression"
"1347","series","of","studies"
"1347","studies","on","health"
"1347","studies","commissioned by","New York Business Group"
"1347","New York Business Group","a","non-profit organization"
"1347","New York Business Group","about","300 members"
"1348","Leon J. Warshaw",",","executive director"
"1348","executive director","of","business group"
"1349","Occupational disability","related to","anxiety"
"1349","Occupational disability","related to","depression"
"1349","Occupational disability","related to","stress"
"1349","Occupational disability","costs","$ 8,000"
"1349","$ 8,000","a","case"
"1349","case","terms of","worker 's compensation"
"1350","study","estimated","employee"
"1350","employee","loses","16 work days"
"1350","16 work days","because","stress"
"1350","16 work days","because","anxiety"
"1350","16 work days","because","depression"
"1350","16 work days","a","year"
"1351","monetary policy","of","high interest rates"
"1351","monetary policy","to fight","inflation"
"1352","Mr. Lawson","'s","speech"
"1352","speech","delivered at","annual dinner"
"1352","Lord Mayor","of","London"
"1352","Lord Mayor","'s","annual dinner"
"1352","annual dinner","at","Mansion House"
"1353","quoted","at","2.9428 marks"
"1354","average earnings","in","Britain"
"1354","average earnings","up","8.75 %"
"1355","separate speech","prepared for","dinner"
"1355","Robin Leigh-Pemberton",",","Bank of England governor"
"1356","U.S. market","fewer","leveraged junk-bond financings"
"1356","U.K","fewer","leveraged junk-bond financings"
"1357","exchange rate mechanism","of","European Monetary System"
"1358","Colgate Palmolive Co","rose","net income"
"1358","net income","bolstered by","sales"
"1358","sales","in","Latin American business"
"1359","net","fell","39 %"
"1359","net","to","$ 6.8 million"
"1359","net","to","$ 1.07 a share"
"1359","net","from","$ 11.1 million"
"1359","net","from","$ 1.50 a share"
"1360","Sony Corp",",","New York"
"1360","Sony Corp","bids","Columbia Pictures Entertainment Inc"
"1360","Sony Corp","bids","Guber-Peters Entertainment Co"
"1360","bids","cleared by","federal antitrust regulators"
"1361","waiting period","under","Hart-Scott-Rodino antitrust act"
"1361","waiting period","expired","Monday"
"1361","waiting period","for","$ 3.4 billion bid"
"1361","$ 3.4 billion bid","for","Columbia"
"1361","waiting period","for","$ 200 million offer"
"1361","$ 200 million offer","for","Guber-Peters"
"1362","Sony","in","legal battle"
"1362","legal battle","with","Warner Communications Inc"
"1362","legal battle","over","services"
"1362","services","of","producers"
"1362","producers","","Peter Guber"
"1362","producers","","Jon Peters"
"1363","Sony","filing","Securities and Exchange Commission"
"1363","two more suits","filed opposing","company 's agreement to buy Columbia"
"1364","hearing","set","Thursday"
"1364","hearing","in","Delaware Chancery Court"
"1365","LOTUS DEVELOPMENT Corp","'s","net income"
"1365","net income","rose","61 %"
"1365","net income","rose","third quarter"
"1366","VIACOM Inc","'s","loss"
"1366","loss","narrowed","$ 21.7 million"
"1366","loss","in","third quarter"
"1366","loss","from","$ 56.9 million"
"1366","$ 56.9 million","a","year ago"
"1367","Coastal Corp","signed","definitive agreement"
"1367","definitive agreement","with","Aruba"
"1367","definitive agreement","restart","150,000-barrel-a-day oil refinery"
"1368","Coastal","would n't disclose","terms"
"1369","Michael Moore","trading manager at","Continental Bank"
"1370","Jay Goldinger","trades overnight","Capital Insight Inc"
"1370","Capital Insight Inc",",","Beverly Hills"
"1370","Beverly Hills",",","Calif"
"1371","Tokyo",",","trading"
"1371","trading","is","halted"
"1371","halted","In","Tokyo"
"1371","halted","during","lunchtime"
"1372","Tokyo","'s","market"
"1373","slate","of","economic data"
"1373","government","'s","report"
"1373","report","on","U.S. merchandise trade"
"1373","report","on","industrial production"
"1373","economic data","includes","report"
"1374","consensus","of","economists"
"1374","economists","surveyed by","Dow Jones Capital Markets Report"
"1375","Federal Home Loan Bank","offering of","one-year"
"1375","Federal Home Loan Bank","offering of","three-year"
"1375","Federal Home Loan Bank","offering of","five-year"
"1375","Federal Home Loan Bank","offering of","10-year"
"1375","Federal Home Loan Bank","offering of","maturities"
"1376","Resolution Funding Corp","details of","first bond issue"
"1377","Resolution Funding","division of","Resolution Trust Corp"
"1377","Resolution Funding","a","new federal agency"
"1378","Mitsubishi Estate","'s","decision"
"1378","act","for","Japan"
"1379","official","of","Japan-U.S . Business Council"
"1380","Rockefeller","buy","majority share"
"1380","Rockefeller","sought out","Mitsubishi Estate"
"1381","Mitsubishi Estate","place on","board"
"1382","Jotaro Takagi","","President"
"1382","Mitsubishi Estate","","President"
"1383","Mitsubishi Estate","is","real estate firm"
"1383","real estate firm","in","Japan"
"1383","Mitsubishi Estate","in","Japan"
"1384","core","of","holdings"
"1384","holdings","is","190,000 square meters"
"1384","190,000 square meters","of","property"
"1384","property","in","Marunouchi district"
"1384","Marunouchi district","the","business and financial center"
"1384","business and financial center","of","Tokyo"
"1384","Marunouchi district","called","Mitsubishi Village"
"1385","Mitsubishi","acquired","property"
"1385","property","from","government"
"1385","property","portion of","samurai residential land"
"1385","moat","of","Imperial Palace"
"1386","member","of","Mitsubishi group"
"1387","Mitsubishi","control of","major projects"
"1388","private-sector landowner","of","Minato-Mirai 21 project"
"1388","Minato-Mirai 21 project","a","multibillion-yen development"
"1388","port city","of","Yokohama"
"1388","Yokohama","outside","Tokyo"
"1389","project","is","public projects"
"1389","public projects","opened to","U.S. firms"
"1389","U.S. firms","under","U.S.-Japan construction trade agreement"
"1390","Landmark Tower","be","tallest building"
"1390","Japan","'s","tallest building"
"1390","Landmark Tower","completed","1993"
"1391","Mitsubishi","plan to","redevelop"
"1391","Marunouchi","plan to","redevelop"
"1391","Marunouchi","into","business center"
"1391","business center","of","high-tech buildings"
"1391","redevelop","budgeted for","six trillion yen"
"1392","Southern Co","subsidiary","Gulf Power Co"
"1392","two felony charges","of","conspiracy"
"1392","conspiracy","make","illegal political contributions"
"1392","conspiracy","make","tax evasion"
"1392","Gulf Power Co","paid","500,000 in fines"
"1393","Gulf Power","'s","guilty plea"
"1393","guilty plea","before","Robert L. Vining"
"1393","Robert L. Vining","U.S. District","Judge"
"1393","one part","of","wide-ranging inquiry"
"1393","wide-ranging inquiry","of","Southern Co"
"1394","Attorney","U.S","Robert L. Barr"
"1394","terms","announced","today"
"1394","terms","between","United States"
"1394","terms","between","Gulf Power"
"1395","resignation","from","MCA"
"1395","interview","time of","resignation"
"1396","San Francisco lawyer",",","Mr. Panelli"
"1396","Mr. Panelli","rowed","religiously"
"1396","Mr. Panelli","got","machine"
"1396","machine","left","grease marks"
"1396","grease marks","on","his carpet"
"1397","three-fourths","of","people"
"1397","people","own","home exercise equipment"
"1397","The Wall Street Journal","'s","survey"
"1397","American Way of Buying","","survey"
"1398","Roper Organization","conducted","survey"
"1399","people","activities as","jogging"
"1399","people","activities as","tennis"
"1399","people","activities as","swimming"
"1399","people","activities as","aerobics"
"1400","sales","of","treadmills"
"1400","sales","of","exercise bikes"
"1400","sales","of","stair climbers"
"1401","research director","","Thomas Doyle"
"1402","90 %","of those","polled"
"1402","Joel Bryant",",","22-year-old"
"1402","Joel Bryant",",","student"
"1402","Joel Bryant","from","Pasadena"
"1402","Pasadena",",","Calif"
"1403","Association of Quality Clubs","a","health-club trade group"
"1403","health-club trade group","in","Boston"
"1404","proprietor","of","Sante West"
"1404","Sante West","an","aerobics studio"
"1404","aerobics studio","in","San Francisco"
"1404","San Francisco","'s","Marina district"
"1404","earthquake","hit","Marina district"
"1405","Richard Cottrell","a","cab driver"
"1405","Richard Cottrell","a","San Francisco"
"1405","Richard Cottrell","bowls in","two weekly leagues"
"1406","team","the","Leftovers"
"1406","Leftovers","in","first place"
"1407","Humana Inc","for-profit","hospital"
"1407","Humana Inc","for-profit","insurance company"
"1408","Mr. Azoff and Warner","came to","agreement"
"1408","agreement","","yesterday"
"1408","agreement","to form","50-50 joint-venture company"
"1408","50-50 joint-venture company","funded","Warner"
"1408","50-50 joint-venture company","run by","Mr. Azoff"
"1409","Mr. Azoff","would develop","musical acts"
"1409","musical acts","for","new record label"
"1410","agreement","similar","Warner 's 50-50 partnership"
"1410","Warner 's 50-50 partnership","with","David Geffen"
"1410","David Geffen",",","producer"
"1410","producer",",","record"
"1410","producer",",","movie"
"1410","David Geffen",",","films"
"1410","David Geffen",",","records"
"1410","films","distributed","Warner Bros. studio"
"1410","records","distributed","Warner records unit"
"1411","Mr. Azoff","wo n't produce","films"
"1411","films","at","first"
"1411","films","possible","later"
"1412","Mr. Geffen","'s","arrangement"
"1412","Mr. Azoff","a","link"
"1412","link","to","record distributor"
"1412","record distributor",";","world 's largest"
"1412","record distributor",";","most successful"
"1412","record distributor",";","Warner"
"1412","Warner","has","40 % share"
"1412","40 % share","of","market"
"1412","market",",","U.S"
"1412","market","double","CBS Records"
"1413","Warner",",","second young partner"
"1413","second young partner","a finger on","pulse"
"1413","pulse","of","hottest trends"
"1413","hottest trends","in","music business"
"1414","Mr. Azoff",",","41-year-old"
"1414","Mr. Azoff","former","rock 'n ' roll manager"
"1414","Mr. Azoff","is","credited with"
"1414","credited with","turning around","music division"
"1414","MCA","'s","music division"
"1414","music division",",","once-moribund"
"1414","Mr. Azoff","at","MCA"
"1415","Mr. Azoff","negotiating","more than a year"
"1415","get out","of","contract"
"1415","contract",",","MCA"
"1415","contract","expired","1991"
"1416","Mr. Azoff","","bored"
"1416","Mr. Azoff","frequently clashed","MCA management"
"1416","MCA management","over","number of issues"
"1416","number of issues","such as","compensation"
"1416","number of issues","such as","business plans"
"1417","Mr. Azoff","return to","entrepreneurial role"
"1417","Mr. Azoff","","eager"
"1418","James Merritt","president of","Merritt , Hawkins & amp ; Associates"
"1418","Merritt , Hawkins & amp ; Associates","an","Irvine"
"1418","Irvine",",","Calif"
"1418","James Merritt","conducted","survey"
"1419","average debt","of","medical school graduates"
"1419","average debt","jumped","10 %"
"1420","John H. Moxley III","directs","physician-executive searches"
"1420","physician-executive searches","for","Korn\/Ferry International"
"1421","Catherine Bobar","at","Medical Center of Vermont"
"1421","Catherine Bobar","with","bone infection"
"1421","bone infection","in","toe"
"1421","Catherine Bobar","shared","room"
"1422","12-bed","","cooperative care '' unit"
"1422","cooperative care '' unit","of","18 nationwide"
"1422","Anthony J. Grieco",",","medical director"
"1422","medical director","of","cooperative care"
"1422","medical director","at","New York University Medical Center"
"1422","cooperative care '' unit","began","10 years ago"
"1423","room charges","lower","regular room"
"1423","regular room","at","Vermont hospital"
"1424","Cancer","needing","prolonged radiation therapy"
"1424","cardiac bypass patients","spend time","cooperative-care units"
"1424","diabetics","manage","blood sugar levels"
"1424","Cancer","spend time","cooperative-care units"
"1424","diabetics","spend time","cooperative-care units"
"1425","NYU","host to","conference"
"1425","conference","on","cooperative care"
"1426","Japan","ranks","fourth largest"
"1426","fourth largest",",","foreign investor"
"1426","foreign investor","in","Mexico"
"1426","foreign investor","with","5 %"
"1426","5 %","of","total investments"
"1427","Japan","invested","money"
"1427","Japan","invested","abroad"
"1427","money","invested","abroad"
"1428","Carlos Salinas de Gortari","","President"
"1428","President","","Mexican"
"1429","young president","admires","Japanese discipline"
"1429","young president","sends","children"
"1429","children","to","Japanese school"
"1429","Japanese school","in","Mexico City"
"1430","Mexico","urgently needs","more help"
"1431","Mr. Salinas","'s","Institutional Revolutionary Party"
"1431","Mr. Salinas","'s","PRI"
"1431","Institutional Revolutionary Party","faces","congressional elections"
"1431","PRI","faces","congressional elections"
"1431","congressional elections","in","1991"
"1432","Mr. Salinas","press on","economic program"
"1432","economic program","succeeded","lowering inflation"
"1433","Mr. Salinas","needs","big investment inflows"
"1434","decisions","with a","view"
"1434","view","well beyond","coming months"
"1434","coming months","weigh","heavily"
"1435","Kazushige Suzuki",",","director-general"
"1435","director-general","of","Japanese External Trade Organization"
"1435","Japanese External Trade Organization","in","Mexico"
"1436","discount rate","currently","7 %"
"1436","7 %","is","rate"
"1436","Fed","charges","member banks"
"1436","Fed","charges","7 %"
"1436","Fed","charges","loans"
"1436","member banks","using","loans"
"1436","member banks","using","government securities"
"1436","government securities","as","collateral"
"1437","Commerce Department","reported","new home sales"
"1437","new home sales","down","14 %"
"1437","new home sales","for","September"
"1438","European central banks","followed","West German Bundesbank"
"1438","West German Bundesbank","raising","key rates"
"1438","Britain","followed","West German Bundesbank"
"1438","Britain","raising","key rates"
"1439","Japan","raised","official discount rate"
"1439","official discount rate","raised","half point"
"1439","half point","to","3.75 %"
"1440","Federal Reserve","relaxed","short-term interest rates"
"1440","widening","in","U.S. August merchandise trade deficit"
"1440","U.S. August merchandise trade deficit","--","$ 10.77 billion"
"1440","revised","from","$ 8.24 billion"
"1440","$ 10.77 billion","from","$ 8.24 billion"
"1440","short-term interest rates","around","9 %"
"1441","central banks","of","Group of Seven"
"1441","Group of Seven","(","G-7"
"1441","central banks","of","major industrial nations"
"1442","G-7","consists","U.S"
"1442","G-7","consists","Japan"
"1442","G-7","consists","Britain"
"1442","G-7","consists","West Germany"
"1442","G-7","consists","Canada"
"1442","G-7","consists","France"
"1442","G-7","consists","Italy"
"1443","rapid expansion","under","American Brands"
"1443","Five years","of","rapid expansion"
"1444","Pinkerton","locked itself","low-price contracts"
"1444","low-price contracts","win","new business"
"1445","American Brands","declined","comment"
"1445","comment","on","accusations"
"1445","Mr. Wathen","'s","accusations"
"1446","Pinkerton","combined","California Plant Protection"
"1446","Pinkerton","'s","name"
"1446","Pinkerton","'s","sales"
"1446","sales","of","$ 410 million"
"1446","California Plant Protection",",","fourth largest"
"1446","California Plant Protection","in","sales"
"1446","$ 250 million","in","sales"
"1447","Pinkerton","'s","sales"
"1447","sales","about","$ 610 million"
"1447","Pinkerton","'s","operating profit"
"1447","operating profit","double","industry average"
"1447","Lloyd Greif","of","Sutro & amp ; Co"
"1447","Sutro & amp ; Co","in","Los Angeles"
"1447","Sutro & amp ; Co","arranged","acquisition"
"1447","Pinkerton","'s","acquisition"
"1448","company 's","shut down","New York headquarters"
"1449","Pinkerton","'s","world headquarters"
"1449","world headquarters","is","two-story office building"
"1449","world headquarters","across","small Van Nuys Airport"
"1450","Mr. Wathen","raised","rates"
"1450","Pinkerton","'s","rates"
"1450","rates","were","75-cents-an-hour"
"1450","rates","lower","California Plant Protection"
"1450","California Plant Protection","'s","average rate"
"1450","average rate","around","$ 8.63"
"1451","Pinkerton","'s","loss"
"1452","Nigel Lawson",",","British Chancellor of the Exchequer"
"1452","Nigel Lawson","'s","surprise resignation"
"1453","Mr. Owen","of","Kleinwort Benson"
"1453","John Major",",","new chancellor"
"1453","John Major","take","tough line"
"1453","tough line","in","autumn statement"
"1453","tough line","helping","underpin the pound"
"1454","Commodity Exchange","in","New York"
"1454","gold","for","current delivery"
"1454","gold","dropped","$ 3.10"
"1454","gold","to","$ 374.70"
"1454","$ 374.70","an","ounce"
"1454","gold","in","moderate trading"
"1455","Hong Kong",",","Wednesday"
"1455","Hong Kong",",","early trading"
"1455","gold","quoted","$ 373.80"
"1455","$ 373.80","an","ounce"
"1456","Christopher Hill","in","Tokyo"
"1456","Nicholas Hastings","in","London"
"1456","Erik Kirschbaum","in","Frankfurt"
"1456","Caitlin Randall","in","New York"
"1456","Douglas Appell","in","New York"
"1456","Christopher Hill","contributed","article"
"1456","Nicholas Hastings","contributed","article"
"1456","Erik Kirschbaum","contributed","article"
"1456","Caitlin Randall","contributed","article"
"1456","Douglas Appell","contributed","article"
"1457","Thomas W. Wathen","went","big league"
"1457","big league",",","last year"
"1457","treasure-trove","of","Americana"
"1457","Thomas W. Wathen","acquired","treasure-trove"
"1457","Thomas W. Wathen","acquired","security business"
"1457","security business",":","well-known"
"1457","security business",":","ailing"
"1457","security business",":","Pinkerton 's Inc"
"1458","wanted poster","offering","Rewards"
"1458","Rewards","for","Arrest"
"1458","Arrest","of","Frank James"
"1458","Arrest","of","Jesse W. James"
"1458","Jesse W. James","","Robbers"
"1458","Frank James","","Robbers"
"1458","Robbers","","Train"
"1458","Robbers","","Express"
"1458","Pinkerton","'s","logo"
"1458","logo","an","open eye"
"1459","Allan Pinkerton","owned","two gold watches"
"1459","Allan Pinkerton","founded","company"
"1459","company","in","Chicago"
"1459","company","in","1850"
"1460","Mesa","flies","42 cities"
"1460","42 cities","in","New Mexico"
"1460","42 cities","in","Arizona"
"1460","42 cities","in","Wyoming"
"1460","42 cities","in","Colorado"
"1460","42 cities","in","Texas"
"1461","Georgia-Pacific","'s","3.18 billion bid"
"1461","3.18 billion bid","for","Great Northern Nekoosa"
"1461","3.18 billion bid","helped drive","Dow Jones Industrial Average"
"1461","Dow Jones Industrial Average","up","41.60 points"
"1461","Dow Jones Industrial Average","to","2645.08"
"1461","Dow Jones Industrial Average","in","active trading"
"1462","offer","for","Great Northern Nekoosa"
"1462","offer","broke","the pall"
"1462","the pall","settled over","takeover business"
"1462","past three weeks","in","wake"
"1462","wake","of","buy-out"
"1462","buy-out","","UAL Corp"
"1462","buy-out","","collapsed"
"1463","Great Northern Nekoosa","soared","$ 20.125 a share"
"1463","Great Northern Nekoosa","to","$ 62.875"
"1463","$ 62.875","substantially above","$ 58"
"1463","$ 58","a","share"
"1463","Georgia-Pacific","offering","$ 58"
"1464","Georgia-Pacific","fell","$ 2.50"
"1464","$ 2.50","a","share"
"1464","Georgia-Pacific","to","$ 50.875"
"1465","Federal Reserve","eases","interest rates"
"1465","interest rates","stimulate","economy"
"1466","purchasing managers survey","showed","increased economic activity"
"1466","increased economic activity","in","part of the country"
"1466","part of the country","cut into","bond-price gains"
"1467","Treasury","expected to announce","details"
"1467","details","of","quarterly refunding operation"
"1467","quarterly refunding operation",",","November"
"1467","expected to announce",",","today"
"1467","Nov. 79 schedule","could be","delayed"
"1467","nation","'s","debt ceiling"
"1468","Volume","on","New York Stock Exchange"
"1468","Volume","totaled","176.1 million shares"
"1469","Advancing issues","on","Big Board"
"1470","Alvin T. Sale",",","marketing director"
"1470","marketing director","at","First Union Corp"
"1470","First Union Corp","in","Charlotte"
"1471","First Union","has","packages"
"1471","packages","for","seven customer groups"
"1472","NBI Inc","fired more","half its work force"
"1472","NBI Inc","discontinuing","hardware business"
"1472","NBI Inc","focus on","software and service operations"
"1473","NBI","eliminate","266 jobs"
"1473","266 jobs","at","Boulder headquarters"
"1473","NBI","eliminate","176 field sales jobs"
"1473","NBI","eliminate","50 jobs"
"1473","176 field sales jobs","at","Canadian"
"1473","50 jobs","at","United Kingdom headquarters"
"1474","Stephen G. Jerritts",",","president"
"1474","Stephen G. Jerritts",",","chief executive officer"
"1475","company","offers","word-processing package"
"1475","word-processing package","for","personal computers"
"1476","NBI common","closed","93 cents a share"
"1476","93 cents a share","up","31 cents"
"1477","investigations","account for","total revenue"
"1477","Pinkerton","'s","total revenue"
"1478","Dashiell Hammett",",","Author"
"1478","Dashiell Hammett","wrote","The Maltese Falcon"
"1478","Dashiell Hammett","former","detective"
"1478","Pinkerton","'s","detective"
"1479","Paramount Communications Inc",",","New York"
"1479","Paramount Communications Inc","completed","sale"
"1479","sale","of","Associates Corp"
"1479","Associates Corp","unit of","Ford Motor Co"
"1479","Associates Corp","subsidiary","Paramount Communications Inc"
"1479","sale","for","$ 3.35 billion"
"1480","Paramount","agreed to","sell"
"1480","sell","the","unit"
"1480","Paramount","realize","net"
"1480","net","from","sale"
"1480","sale","of","$ 2.6 billion"
"1480","Paramount","after-tax gain","1.2 billion"
"1481","Paramount","said","gain"
"1481","gain","be recorded","fourth quarter"
"1482","sale","began in","1983"
"1483","Associates","based in","Dallas"
"1484","Associates","has","total assets"
"1484","$ 14 billion","in","total assets"
"1484","Associates","terms of","assets"
"1484","Associates","among","independent finance companies"
"1484","Associates","in","third-largest"
"1484","third-largest","in","independent finance companies"
"1484","independent finance companies","in","U.S"
"1485","William Tait",",","former sales manager"
"1485","former sales manager","in","Indianapolis"
"1485","Eli Lilly & amp ; Co","","pharmaceutical maker"
"1486","Eastate Homes Inc","an","Indianapolis contractor"
"1487","Brian Petre",",","former Wang salesman"
"1487","former Wang salesman","in","upstate New York"
"1488","Mike Durcan",",","laid-off sales manager"
"1488","laid-off sales manager","in","Wang 's"
"1488","Wang 's","in","Austin"
"1489","Paul Hellman",",","Framingham"
"1489","Framingham",",","Mass"
"1489","Paul Hellman",",","sales and management consultant"
"1489","Paul Hellman",",","author"
"1489","author","of","Ready , Aim , You 're Hired"
"1490","Mr. Miller",",","Wang 's"
"1490","Wang 's","new","president"
"1491","Spain 's","most popular","mini-series"
"1491","Juncal","story of","aging bullfighter"
"1492","Brian Wenham",",","director of programs"
"1492","director of programs",",","former"
"1492","director of programs","for","British Broadcasting Corp"
"1493","Europe","begun","recent crusade"
"1493","recent crusade","produce","worthy shows"
"1494","Colin Young",",","head"
"1494","head","of","National Film Theatre School"
"1494","Britain","'s","National Film Theatre School"
"1495","national governments","in","Europe"
"1495","national governments","controlled","air time"
"1495","national governments","allowed","little or no advertising"
"1496","Greece","authorized","two commercial channels"
"1496","Spain","began to allow","commercial television"
"1497","Sky Channel",",","British-based"
"1497","Rupert Murdoch",",","Sky Channel"
"1497","Sky Channel","offers","baffling cultural mix"
"1498","Lenny Bruce",",","zealot"
"1500","Elizabeth Kristol","wrote","New York Times"
"1501","Mr. Mason","'s","type of ethnic humor"
"1502","best sitcoms","allow","group differences"
"1502","Cheers",";","yuppies"
"1502","Cheers",";","blue-collar Bostonians"
"1502","The Cosby Show","","children"
"1502","The Cosby Show","","adults"
"1503","Mr. Mason","plays","Jackie"
"1503","Jackie","a","Jewish bachelor"
"1503","Lynn Redgrave",",","Maddie"
"1503","Lynn Redgrave",",","Chicken Soup"
"1503","Mr. Mason",",","Chicken Soup"
"1503","Maddie","an","Irish widow"
"1503","Maddie",",","mother"
"1503","mother","of","three"
"1503","Rita Karin",",","mother"
