index,s1,r,s2
"496","Bugatti Veyron","successor","Chiron"
"496","Bugatti Veyron","named after","Pierre Veyron"
"496","Pierre Veyron",",","a racing driver"
"496","Pierre Veyron","born in","France"
"496","Jean Bugatti",",","son of company founder Ettore"
"496","Pierre Veyron","piloting","Bugatti Type 51 A"
"496","Pierre Veyron","develop","Type 57"
"497","Urban EV","was one of the hits of","Frankfurt Motor Show"
"497","Honda","confirmed","Urban EV"
"497","Urban EV","Set to arrive","2019"
"497","Autocar","confirmed","European launch"
"497","Honda","sells","Clarity hatchback"
"497","Urban EV","Built on","all-new platform"
"497","Urban EV","shorter than","Jazz/Fit"
"498","Nissan","unveiled","IMx Zero-Emission"
"498","IMx Zero-Emission","at","Tokyo Motor Show"
"498","IMx Zero-Emission","SUV version of","second-generation Leaf"
"498","IMx Zero-Emission","feature","V-motion grille"
"498","IMx Zero-Emission","featuring","panoramic OLED instrument"
"498","IMx Zero-Emission","featuring","wood grain-patterned display"
"498","IMx Zero-Emission","powered by","electric motors"
"498","electric motors","produced","430 hp"
"498","electric motors","produced","516 lb-ft of torque"
"498","autonomous driving system","called","ProPilot"
"499","Apollo","'s","Intensa Emozione"
"499","Apollo Arrow","at","Geneva Motor Show"
"499","Apollo","lifted the wraps off","Intensa Emozione"
"499","6.3-liter V12 engine","revs","9,000 rpm"
"499","6.3-liter V12 engine","produces","780 horsepower"
"499","6.3-liter V12 engine","produces","560 lb-ft of torque"
"499","six-speed sequential gearbox","with","interchangeable gear ratios"
"499","six-speed sequential gearbox","operated via","electro-pneumatic paddle shifters"
"500","Subaru","describes","Viziv Performance Concept"
"500","Viziv Performance Concept","as","next-generation sports sedan"
"500","Viziv Performance Concept","previews","WRX"
"500","Viziv Performance Concept","previews","WRX STI"
"500","Viziv Performance Concept","features","symmetrical AWD layout"
"500","symmetrical AWD layout","powered by","boxer engine"
"500","front grille","has","three-dimensional form"
"500","front grille","flanked by","hawkeye headlights"
"500","driver-assist technologies","such as","EyeSight"
"501","Mazda","unveiled","Kodo design language"
"501","Kodo design language","at","Tokyo Motor Show"
"501","Vision Coupe","shows off","minimalist Japanese aesthetic"
"501","Vision Coupe","’ s","four-door coupe"
"501","Vision Coupe","preview","generation 6 sedan"
"501","Luce Rotary","aka","R130"
"502","turbochargers","mounted in","4.0-liter twin-turbo V8"
"502","AMG GT-R","designed to bring hell to","Porsche 911"
"502","Mercedes","builds","AMG GT-R"
"502","AMG GT-R","must be able to fight","Porsche 911"
"502","Stuttgart","can muster","GT3"
"503","Mitsubishi","killing off","Galant"
"503","Mitsubishi","killing off","Eclipse"
"503","Mitsubishi","killing off","Montero"
"503","Mitsubishi","killing off","Lancer Evo"
"503","Mitsubishi","kept afloat by","Outlander"
"503","Mitsubishi","kept afloat by","Outlander Sport"
"503","Mitsubishi","launched","Drive For Growth " plan"
"503","Mitsubishi","launch","Eclipse Cross SUV"
"503","Mitsubishi","believes that it can capitalize on synergies within","Renault-Nissan-Mitsubishi alliance"
"503","Mitsubishi","became a part of","Renault-Nissan-Mitsubishi alliance"
"504","FCA","scale back production","Alfa Romeo"
"504","FCA","scale back production","Maserati"
"504","Alfa Romeo","failed to meet","global expectations"
"504","Maserati","failed to meet","global expectations"
"504","FCA","overestimated","Chinese demand"
"505","Fiat","build on","MX-5"
"505","Abarth","build on","MX-5"
"505","Fiat","their","124 Spider variants"
"505","Abarth","their","124 Spider variants"
"505","Mitsuoka","released","Mazda MX-5-based roadster"
"505","Mitsuoka","is","Japanese car maker"
"505","Mk 4","is","Mitsuoka"
"505","Mk 4","has","fake hood vents"
"506","Lamborghini","an","Huracan"
"506","Lamborghini","an","Aventador"
"506","Lamborghini","latest one-off","Centenario"
"506","Maurizio Reggiani",",","Director of research and development"
"506","Maurizio Reggiani","for","Lamborghini"
"506","Ferrari","one-off","program"
"506","Lamborghini","one-off","cars"
"507","Buick Grand National","in","good condition"
"507","Craigslist","sale","Grand National"
"507","Grand National","owned","David Spade"
"507","David Spade",",","Joe Dirt"
"507","David Spade","film","Jay Leno ’ s Garage"
"507","Grand National","brought with","Jay Leno ’ s Garage"
"507","Grand National","needed","cosmetic fixes"
"507","Grand National","lies","turbocharged 3.8-liter V6"
"507","turbocharged 3.8-liter V6","with","355 lb-ft of torque"
"508","Aston Martin","borrow","engines"
"508","Aston Martin","borrow","electronics"
"508","engines","from","Mercedes-AMG"
"508","electronics","from","Mercedes-AMG"
"508","Aston Martin","first","DB11"
"508","DB11","get","electronics"
"508","Aston Martin","new","V8"
"508","V8","borrows","4.0-liter twin-turbo engine"
"508","4.0-liter twin-turbo engine","from","AMG GT"
"508","Paul Barritt",",","Vehicle Line Director"
"509","Mercedes-AMG","at","Frankfurt Motor Show"
"509","Project One",",","Mercedes-AMG"
"509","Chiron","broke","speed record"
"509","Chiron","reaching","0-249-0 mph"
"509","0-249-0 mph","in","41.96 seconds"
"509","Wolfgang Durheimer",",","CEO"
"510","BMW","launched","7 Series"
"510","BMW",",","Z4"
"510","Z4","followed","5 Series"
"510","Chris Bangle","of","design chief"
"510","Bangle","left","BMW"
"510","Bangle","at","Frankfurt"
"511","F-150","called","SVT Lightning"
"511","F-150","a","Ford"
"511","Ford","opted","Raptor"
"511","Pioneer Ford","in","Georgia"
"511","Pioneer Ford","bringing back","F-150"
"511","F-150","F-appeared","Facebook page"
"511","F-150","lies","supercharged 5.0-liter V8"
"511","supercharged 5.0-liter V8","with","650 hp"
"511","650 hp","straight","rear wheels"
"512","Maranello",",","Italy"
"512","Italy","home","Ferrari"
"512","RM Sotheby","’","auction"
"512","LaFerrari",",","show only"
"512","LaFerrari",",","194925"
"512","194925","for","show only"
"512","LaFerrari","sell","2.54 million"
"513","Subaru","its","WRX STI Type RA NBR Special"
"513","WRX STI Type RA NBR Special","time","6 : 58.9"
"513","WRX STI Type RA NBR Special","slower","Porsche 918 Spyder"
"513","WRX STI Type RA NBR Special","driven","Richie Stanaway"
"513","Prodrive","built","WRX STI Type RA NBR Special"
"513","2017 WRX STI","Only","one"
"513","2017 WRX STI","given","full roll cage"
"513","2017 WRX STI","given","WRC-spec sequential transmission"
"513","2017 WRX STI","given","9-inch-wide tires"
"514","Christopher Nicoll",",","Head of Sales and Marketing"
"514","Thunder Power","set up","factory"
"514","Barcelona","where","factory"
"514","Thunder Power","enter","EV market"
"514","Thunder Power","arrived","Frankfurt"
"514","Thunder Power","arrived","TP-01"
"514","TP-01","have","577-hp"
"514","577-hp","with","404-mile range"
"515","Tesla","releasing","Model 3"
"515","super Model S","called","P100D"
"515","Jason Hughes",",","Tesla hacker"
"515","100 kWh battery pack","in","Model S"
"515","Elon Musk","congratulate","Jason Hughes"
"515","P90D","’ s","2.8 second 0-60 mph rush"
"516","BMW","revealed","BMW Vision Next 100"
"516","BMW","expected to debut","Mini concept"
"516","BMW Vision Next 100","went fully into the future with","renewable materials"
"516","BMW Vision Next 100","went fully into the future with","autonomous tech"
"516","Rolls-Royce Vision concept","debut","London"
"516","Mini","showing its concept","London"
"516","Rolls-Royce Apparition concept","created by","Jeremy Westerlund"
"517","Alfa Romeo","unveiled","Giulia"
"517","Alfa Romeo","showed","BMW M3-fighting QV version"
"517","Giulia","powered by","2.0-liter turbocharged four-cylinder engine"
"517","2.0-liter turbocharged four-cylinder engine","producing","276 horsepower"
"517","Mercedes C300","have","240 horsepower"
"517","BMW 328i","have","240 horsepower"
"517","QV","has even more power than","C63 S"
"517","QV","has even more power than","M3"
"517","Alfa","announced its return","2014"
"518","Khyzyl Saleem","partnered with","Stance Works"
"518","i8","envisioned as","M1 Procar"
"518","M livery","draped over","carbon fiber bodywork"
"518","Mercedes","has","F1 team"
"518","Audi","have","Le Mans endeavors"
"518","Porsche","have","Le Mans endeavors"
"518","i8","serves","BMW"
"519","R34 Nissan GT-R","for sale on","Craigslist Nashville"
"519","1999 GT-R V-SPEC","with","16,000 miles"
"519","V-SPEC models","featured","enhanced all-wheel-drive system"
"519","V-SPEC models","had","front diffuser"
"519","V-SPEC models","had","rear carbon fiber diffuser"
"520","Dodge","responsible for","Dart"
"520","Dodge","offer","707-hp muscle car"
"520","Dodge","offer","184-hp compact sedan"
"520","Dart","introduced","1960"
"520","Dart","’ s","3,200 lbs"
"520","Dart ’ s base engine","is","2.0-liter inline-four"
"520","2.0-liter inline-four","puts out","160 hp"
"520","2.0-liter inline-four","puts out","148 lb-ft of torque"
"521","PSA Peugeot Citroen","rumored","US market comeback"
"521","PSA Peugeot Citroen","plans to bring","DS"
"521","PSA Peugeot Citroen","confirm","premium DS lineup"
"521","Citroen","unveiled","DS lineup"
"521","DS lineup","at","Geneva Auto Show"
"521","Citroen","launched","DS lineup"
"521","DS lineup","includes","DS4 hatchback"
"521","DS lineup","includes","DS3 subcompact two-door"
"521","DS lineup","includes","DS4 Crossback crossover"
"521","DS","revealed","E-Tense"
"522","Ford Mustang","sold","12,563 units"
"522","Chevy","sold","6,879 Camaros"
"522","Chevy","sold","2015 fifth-gen"
"522","Chevy","sold","2016 sixth-gen"
"522","Dodge Challenger","with","5,369 examples"
"522","Mustang","outsold","Camaro"
"522","Mustang","outsold","Challenger"
"523","Porsche Panamera","in","2009"
"523","Cayenne","huge hit for","Porsche"
"523","Porsche","could make","four door sedan"
"523","German sedan","built by","Porsche"
"524","Tesla","came out with","Model S"
"524","electric cars","with","expensive price tags"
"524","electric cars","with","terrible driving capabilities"
"524","Tesla","builds","skateboard " chassis"
"524","skateboard " chassis","comprised of","motors"
"524","skateboard " chassis","comprised of","battery packs"
"524","skateboard " chassis","comprised of","suspension"
"524","skateboard " chassis","comprised of","wiring"
"524","Tesla","’ s","skateboard chassis"
"525","Porsche","managed to spin","GT3 RS"
"525","Porsche","managed to spin","911 R"
"525","Lamborghini","building","variations of the Gallardo"
"525","Mini","stretched","Cooper"
"525","Mini","making","'John Cooper Works Challenge"
"525","Mini hot hatch","successor to","JCW GP models"
"526","Chinese-owned manufacturing company",",","Wanxiang Group"
"526","Wanxiang Group","bring back","Karma"
"526","JCMorrill","on","Fisker Buzz forum"
"526","Karma","similar to","original Karma"
"526","Karma","will retain","2.0-liter powertrain"
"526","2.0-liter powertrain","will have","33-mile all-electric range"
"527","competing automakers","like","GM"
"527","competing automakers","like","Ford"
"527","competing automakers","like","Nissan"
"527","competing automakers","like","BMW"
"527","competing automakers","like","VW"
"527","affordable EV",",","Nissan Leaf"
"527","Chevrolet","revealed","Bolt"
"528","CES show","in","Las Vegas"
"528","Genovation Cars","revealed","new electric sportscar"
"528","new electric sportscar","based on","Chevrolet C7 Corvette Grand Sport"
"528","new electric sportscar","called","GXE"
"528","GXE","features","two electric motors"
"528","two electric motors","producing","800 hp"
"528","two electric motors","producing","700 lb-ft of torque"
"528","GXE","has","five battery packs"
"528","five battery packs","with a total storage of","61.6 kWh"
"528","Corvette tail lights","not present on","Chevrolet C7 Corvette Grand Sport"
"529","Morgan","preparing to launch","special edition of the Plus 8"
"529","special edition of the Plus 8","Dubbed","Plus 8 50th Anniversary Special Edition"
"529","Plus 8 50th Anniversary Special Edition","revealed at","Geneva Moto Show"
"529","Geneva Moto Show","in","March"
"529","Plus 8 50th Anniversary Special Edition","alongside","Aero GT"
"529","Plus 8","no longer be produced with","4.8-liter BMW V8 engine"
"529","4.8-liter BMW V8 engine","powering","Plus 8"
"529","Plus 8","re-introduced","2012"
"529","Plus 8 50th Anniversary Special Edition","more luxurious version of","Plus 8"
"530","Chevrolet","gave us","Camaro ZL1 1LE"
"530","Deviate Motoring","on","Facebook"
"530","development car","fitted with","carbon ceramic brakes"
"530","1LE","does not have","carbon ceramic brakes"
"530","GM","testing","carbon ceramic brakes"
"530","headlights","from","Camaro"
"530","upgraded ZL1 units","with","LED running lights"
"530","previous generation ZL1","used","halo headlights"
"530","Z/28","used","basic halogen lights"
"531","BMW","revealed","M5 sedan"
"531","M5 sedan","internally known as","F90"
"531","4.4-liter twin-turbo V8","has","600 hp"
"531","BMW","added","advanced AWD system"
"531","M5 sedan","may be","first AWD M car"
"531","Cadillac CTS-V","first sold as","2016 model"
"531","Cadillac CTS-V","powered by","6.2-liter supercharged LT4 V8"
"531","Cadillac CTS-V","shares with","C7 Corvette Z06"
"531","6.2-liter supercharged LT4 V8","produces","640 hp"
"532","Workhorse",",","small Ohio-based company"
"532","Workhorse","building","plug-in hybrid electric truck"
"532","plug-in hybrid electric truck","Called","W-15"
"532","W-15","said to use","weight saving steel ladder frame chassis"
"532","W-15","said to use","lithium-ion batteries"
"532","lithium-ion batteries","feeding juice to","two electric motors"
"532","W-15","has","towing capability of 5,500 lbs"
"532","Workhorse","has a partnership with","Ryder"
"533","Land Rover","prepped","first 4x4"
"533","first 4x4","for","Amsterdam Motor Show"
"533","Europe","recover from","World War II"
"533","Jaguar Land Rover Classic","purchased","first 4x4"
"533","first 4x4","features unique to","pre-1948 production Land Rovers"
"533","first 4x4","has","thicker aluminum alloy body panels"
"533","first 4x4","has","galvanized chassis"
"533","first 4x4","has","removable rear tub"
"533","Light Green paint","applied","’ 48"
"534","Tanner Foust","hosting","Top Gear USA"
"534","Tanner Foust","becoming","three-time Global Rallycross champion"
"534","Tanner Foust","earning","four gold medals in the X Games"
"534","Tanner Foust","becoming","two-time Formula Drift champion"
"534","Tanner Foust","returned to","Formula Drift"
"534","Tanner Foust","’ s","modified 900-hp Volkswagen Passat drift car"
"535","Mercedes","shown off","MBUX"
"535","MBUX","standing for","Mercedes-Benz User Experience"
"535","MBUX","at","CES"
"535","MBUX","feature in","new A-Class"
"535","MBUX","replace","outdated COMMAND system"
"535","new A-Class","make its US debut as","sedan"
"535","MBUX","operated via","touchscreen"
"535","MBUX","operated via","intelligent voice control"
"536","Ford","end the final chapter of","6th generation Mustang"
"536","Ford","with","GT500"
"536","Mustang GT350","to beat","Dodge Challenger"
"536","Mustang GT350","to beat","650 horsepower Camaro ZL1"
"536","Ford","with","supercharged V8"
"536","supercharged V8","pumping out","700 horsepower"
"537","Chris Harris","at the helm of","Porsche 911"
"537","Model S","using","Ludicrous Mode"
"537","Chris Harris","never launched","Model S P100D"
"538","LaFerrari","remains the fastest road-going","Ferrari"
"538","LaFerrari","Costing","$ 1.4 million"
"538","Mecum auction","in","Florida"
"538","LaFerrari","rides on","20-inch rear wheels"
"538","LaFerrari","is a","6.3-liter V12"
"538","LaFerrari","producing","789 hp"
"539","Alpine A110","won ’ t be arriving","Stateside"
"539","Alpine A110","sold out in","Europe"
"539","Alpine A110","electronically limited","155 mph"
"539","Alpine A110","best attributes is","light weight"
"539","Alpine A110","at","1080 kg"
"540","Ford","signed","Alibaba"
"541","Lamborghini Huracan Performante","battle","Porsche 911 GT2 RS"
"541","Porsche 911 GT2 RS","stole the crown","Huracan Performante"
"541","Porsche 911 GT2 RS","at the","Nurburgring"
"541","Porsche 911 GT2 RS","humiliated","Huracan Performante"
"541","Sport Auto","staged a comparison","Hockenheim"
"541","Porsche 911 GT2 RS","has","690 hp"
"541","Porsche 911 GT2 RS","has","553 lb-ft of torque"
"541","Porsche 911 GT2 RS","has","3.8-liter twin-turbo flat-six"
"541","Huracan Performante","powered by","V10"
"541","GT2 RS","hands of","Christian Gebhardt"
"542","GT40","dominated","Le Mans"
"542","GT40","in the","1960s"
"542","GT40","drove","Jeremy Clarkson"
"542","2006 Ford GT","top speed of","205 mph"
"542","Collectors","will commend","2006 Ford GT"
"543","Forza Motorsport","since","2005"
"543","Ford F-150 Raptor","into a","Ferrari GTO"
"543","Forza Motorsport","has","Toyota arctic truck"
"543","Fate of the Furious","like the","Dodge Demon"
"543","Forza 7","with cars like","Alfa Romeo Giulia"
"543","Forza 7","with cars like","Fiat 124"
"544","Arnold Schwarzenegger","tried to sell","1977 Mercedes-Benz Unimog"
"544","Arnold Schwarzenegger","’","s John Hancock"
"544","1977 Mercedes-Benz Unimog","Power comes from","6.4-liter inline-six turbo diesel"
"544","6.4-liter inline-six turbo diesel","with","315 hp"
"544","1977 Mercedes-Benz Unimog","comes with","Blaupunkt audio system"
"544","1977 Mercedes-Benz Unimog","comes with","rear view camera system"
"544","1977 Mercedes-Benz Unimog","comes with","Hella off-road lights"
"544","1977 Mercedes-Benz Unimog","comes with","four-passenger built-in flatbed bench seat"
"545","BMW","’ s","M cars"
"545","BMW","’ s","E30 M3"
"545","BMW","rival","Mercedes-Benz"
"545","Audi","achieving success with","Quattro"
"545","190E 2.3-16","based off","W201"
"545","W201","predecessor to","C-Class"
"545","Mercedes","reached out to","Cosworth"
"545","2.3-liter four","with","16 valves"
"545","2.3-liter four","with","170 hp"
"546","Carroll Shelby 's masterpiece",",","Cobra"
"546","Shelby Cobra","built by","Factory Five"
"546","engine","is","5.0-liter 302 cubic inch V8"
"546","5.0-liter 302 cubic inch V8","paired to","Tremec five-speed manual"
"546","Car and Driver","tested","225 hp"
"546","Car and Driver","tested","300 lb-ft of torque"
"547","Aston Martin","’ s","6.0-liter V12"
"547","Aston Martin","sticking with","V12"
"547","Aston Martin","developed in-house","5.2-liter twin-turbocharged V12"
"547","5.2-liter twin-turbocharged V12","’ ll debut","DB11"
"547","Auto Express","was given the opportunity to drive","pre-production DB11"
"548","Porsche Panamera","testing","Nurburgring"
"548","Porsche Panamera","turned out to be","Panamera wagon"
"548","Panamera wagon","looked an awful lot like","Sport Turismo"
"548","Porsche","showed","Sport Turismo"
"548","Automotive News. Porsche ’ s North American CEO",",","Klaus Zellmer"
"548","Panamera","official debut","Paris"
"548","Porsche","considering","five-seat Panamera"
"549","BMW","aiming to tamp down such criticism with","2017 i3"
"549","2017 i3","will pack","33kWh battery"
"549","i3","has","22kWh battery"
"549","i3","has","max electric range of 81 miles"
"549","2017 i3","offering","114 miles"
"549","Range Extender i3","features","38-horsepower two-cylinder gas engine"
"550","Zagato-styled Aston Martin","came to fruition","1961"
"550","Aston Martin","won","1959 24 Le Mans race"
"550","DB4 GT Zagato","more aerodynamically efficient than","DB4 GT"
"550","DB4 Zagato","was","lightweight supercar specials"
"551","Dinan",",","California-based BMW tuner"
"551","Dinan","fully understands","BMW"
"551","Dinan S3 M235i","With","445 hp"
"551","Dinan S3 M235i","With","455 lb-ft of torque"
"551","Dinan","found","extra 125 hp"
"551","extra 125 hp","from","stock M235i"
"551","Mike Spinelli","from","/Drive"
"552","Aston Martin","car","Valkyrie"
"552","Valkyrie","Built","collaboration"
"552","Aston Martin","with","Red Bull Racing"
"552","Aston Martin","revealed","track-only version"
"552","Valkyrie","of","track-only version"
"552","Aston Martin",",","Valkyrie AMR Pro"
"552","AMR Pro","version","Valkyrie"
"552","AMR Pro","powered","6.5-liter Cosworth V12 engine"
"552","Valkyrie","’","hybrid system"
"552","hybrid system","developed","Rimac"
"553","Singer Vehicle Design","teaming up","Williams"
"553","Williams","build","4.0-liter flat-six"
"553","4.0-liter flat-six","with","500 hp"
"553","964 Porsche 911","by","Singer Vehicle Design"
"553","964 Porsche 911","started off","964 donor"
"553","964 Porsche 911","the","body"
"553","964 Porsche 911","the","chassis"
"553","body","use","carbon fiber"
"553","chassis","use","carbon fiber"
"554","Aston Martin","services","On Ice program"
"554","On Ice program","success","New Zealand"
"554","On Ice program","success","Europe"
"554","On Ice program","success","US"
"554","On Ice","underway","Japan"
"554","On Ice Hokkaido package","’","Aston Martin"
"554","On Ice Hokkaido package","allows","customers"
"554","customers","test","driving skills"
"554","customers","test","ice surfaces"
"555","SRT Hellcat",",","Dodge Challenger"
"555","Ariel",",","Nomad Tactical"
"555","Ariel",",","Nomad Sport"
"555","Jay Leno","test drive","Nomad Tactical"
"555","Jay Leno","owner","Ariel Atom"
"555","Nomad Tactical","costs","90,000"
"555","Nomad Tactical","Powered","Honda crate engine"
"555","Honda crate engine","of","300 hp"
"555","Nomad Tactical","got","six-speed manual"
"556","BMW","to","recall"
"556","recall","issues","fire risk"
"556","BMW","recall","i3"
"556","BMW","stop-sale","i3"
"556","NHTSA","testing","problem"
"556","problem","restricted","5th percentile females"
"556","5th percentile females","suffered","neck injuries"
"556","neck injuries","higher","acceptable limit"
"556","NHTSA","testing","head-on collision"
"557","Elon Musk",",","CEO"
"557","Tesla","unveiled","Roadster"
"557","Tesla",",","CEO"
"557","Tesla","’","Model 3"
"557","Model 3","first","affordable"
"558","Corvette ZR1","is","GM"
"558","Corvette ZR1","line of","GM performance vehicles"
"558","C7 ZR1","a","front-engine car"
"558","C7 ZR1","with","pushrod V8"
"558","6.2-liter supercharged LT5","produces","755 horsepower"
"558","ZR1","its","6.2-liter supercharged LT5"
"558","LT5","improved version","Z06"
"559","Takata","recall","airbags"
"559","Takata","pay out","$ 1 billion"
"559","faulty airbags","killed","16 people"
"559","vehicles","with","Takata airbags"
"559","vehicles","not been","repaired"
"559","inflators","have been","recalled"
"559","43 million",",","inflators"
"559","25 million","to be","replaced"
"559","Takata","file for","bankruptcy"
"560","North American Car of the Year Award","includes","SUVs"
"560","North American Car of the Year Award","announced in","January"
"560","North American Car of the Year Award","at","Detroit"
"560","North American Car of the Year Award",":","Alfa Romeo Giulia"
"560","North American Car of the Year Award",":","Audi A4"
"560","North American Car of the Year Award",":","Audi R8"
"560","North American Car of the Year Award",":","Bentley Mulsanne"
"560","North American Car of the Year Award",":","Buick Cascada"
"560","North American Car of the Year Award",":","Buick Lacrosse"
"561","Honda","place the","NSX"
"561","Acura","in the","States"
"561","NSX","assembled in","Ohio"
"561","NSX","launched at","Portugal"
"561","NSX","launched at","Autodromo do Estoril"
"561","Fernando Alonso","driving for","McLaren-Honda F1 Team"
"562","Aston Martin","boss","Andy Palmer"
"563","Chris Harris","review of","Dodge Viper ACR"
"563","Steve Fowler","Editor-In-Chief at","Auto Express"
"563","Steve Fowler","at the helm of","Carbuyer.co.uk"
"563","Dodge Durango","stand up to","European scrutiny"
"563","Dodge Durango","do rather well in","road test"
"564","Monterey",",","California"
"564","Ciel","shown off in","2011"
"564","Elmiraj","in","2013"
"564","Escala Concept","had its wraps peeled off at","2016 Pebble Beach Concours d ’ Elegance"
"564","Escala","looks similar to","CT6"
"565","Tesla","’ s","Model S P90D"
"565","Elon Musk","’ s","EV"
"565","P100D","goes heads up with","2013 Nissan GT-R"
"565","2013 Nissan GT-R","have","all-wheel drive"
"566","Volkswagen","pledged to buy","half a million cars"
"566","buyback","set to cost","VW"
"566","Automotive News Europe","reports","Volkswagen"
"566","Volkswagen","pledged to fix","European diesel models"
"566","Francisco Javier Garcia Sanz","met","Vera Jourova"
"567","Chevrolet SS","packs","415-horsepower V8 engine"
"567","Chevrolet SS","starts at","$ 46,000"
"567","Chevrolet SS","’ s","rear-wheel drive"
"567","Chevrolet SS","offered with","manual"
"567","Chevrolet SS","based","Holden Commodore"
"567","Holden Commodore","goes out of production in","2017"
"567","Australia","’ s","Perth Now"
"567","GM","’ s","LSA V8 engine"
"568","Shelby","synonymous with","Fords"
"568","Carroll Shelby","tinkering with","Fords"
"568","Carroll Shelby","responsible for","V8-powered Shelby Cobra"
"568","Carroll Shelby","worked on","GT40"
"568","Carroll Shelby","worked on","Daytona Coupe"
"568","Carroll Shelby","worked on","Ford Mustang"
"568","60s Mustangs","bearing","Shelby name"
"568","Shelby GT500KR","fitted with","428 Cobra Jet"
"568","428 Cobra Jet","churned out","335 hp"
"568","428 Cobra Jet","with","440 lb-ft of torque"
"569","The Grand Tour","on","Amazon Prime"
"569","The Grand Tour","set to begin on","November 18"
"569","Amazon","'s","drone delivery service"
"569","The Grand Tour","in","November"
"570","McLaren","announced","all-electric P1"
"570","all-electric P1","comes in","Volcano Yellow"
"570","McLaren","’ s","Track 22 plan"
"570","Track 22 plan","including","EV"
"571","BMW M1","at","Canepa"
"571","BMW M1 Procar","with","Procar chassis"
"571","BMW M1 Procar","was a spare car for","BMW M1 Procar Championship"
"571","AHG",",","a BMW dealer"
"571","BMW M1 Procar","with","AHG M1 Studie package"
"572","Atieva","is","company"
"572","Atieva","is","Silicon Valley-based"
"572","Atieva","using","Mercedes-Benz V-Class"
"572","Mercedes-Benz V-Class","its","test bed"
"572","van","called","Edna"
"572","Atieva",",","Edna"
"572","Edna","has","87 kWh battery pack"
"572","Edna","has","two electric motors"
"572","Atieva","backed","SAIC Motor"
"573","SQ7","'s","SQ7"
"573","Porsche","launched","Panamera Turbo"
"573","Panamera Turbo","new","engine"
"573","engine","a","aluminum 4.0-liter twin turbo V8"
"573","engine","delivers","542 horsepower"
"573","engine","delivers","335 horsepower"
"573","engine","at","half engine speed"
"573","Oliver Blume","CEO","Porsche"
"574","Ford","made","aviation-inspired Mustang"
"574","aviation-inspired Mustang","auction","charity"
"574","EAA AirVenture Oshkosh","(","Wisconsin"
"574","EAA AirVenture Oshkosh","aka","“ The World ’ s Greatest Aviation Celebration. ”"
"574","Apollo Edition","tribute","Mustang plane"
"574","Shelby GT350","inspired","Ole Yeller P51-D Mustang Fighter Plane"
"575","DB9","is","13 years old"
"575","Aston Martin","tweeted","picture"
"575","picture","of","last nine DB9s"
"575","last nine DB9s","given","“ Q ” customs"
"575","Gaydon",",","England"
"575","DB11","construction","Gaydon"
"575","DB9","penned","Henry Fisker"
"575","Henry Fisker","behind","Fisker Karma"
"576","Tesla",",","Autopilot technology"
"576","Elon Musk",",","Tesla"
"576","Gary Zhou","owner","Model X"
"576","Gary Zhou","owner","Google Glass"
"576","Gary Zhou","owner","smartphone"
"576","Gary Zhou","playing","Pokemon Go"
"576","Pokemon Go","using","Google Glass"
"576","Gary Zhou","using","Model X"
"576","Model X","in","Autopilot"
"577","Ferrari 308","of","1980s"
"577","Ferrari 308","ride","Tom Selleck"
"577","Tom Selleck","show","Magnum P.I"
"577","308","least expensive","Ferraris"
"577","308","had","10-year lifespan"
"577","308 GTSI Targa","sale","Beverly Hills Car Club"
"577","10-year lifespan","from","1975"
"577","10-year lifespan","from","1985"
"577","1980 308","powered","2.9-liter V8"
"578","Lamborghini","the","Italian automaker"
"578","Stefano Domenicali","Lamborghini","CEO"
"578","Aventadors","per year","sold"
"578","Huracans","per year","sold"
"578","sold","no more","3,500"
"578","Lamborghini",",","Urus"
"579","Honda","new","NSX"
"579","Honda","study","Porsche 911 GT3"
"579","Nick Robinson",",","vehicle dynamics project lead"
"579","NSX",",","vehicle dynamics project lead"
"579","NSX","purchased","research vehicle"
"579","911 GT3","as","research vehicle"
"579","Porsche techs","looked into","black box data"
"579","black box data","discovered","205 mph"
"580","M","twice as expensive","M4"
"580","M4 GTS","twin-turbo 3.0-liter inline-six","twin-turbo 3.0-liter inline-six"
"580","M4","’","twin-turbo 3.0-liter inline-six"
"580","BMW","car","M"
"580","M","fitted","water injection system"
"580","water injection system","fine spray","intake manifold chamber"
"580","turbo engine","operate","higher boost pressure"
"580","turbo engine","operate","advanced spark timing"
"580","M","now","turbo engine"
"581","Toyota","last generation","Supra"
"581","Supra","capable","more than 1,000 hp"
"581","Rob Ferretti","aka","Super Speed Rob"
"581","Rob Ferretti","owns","heavily modified Supra"
"581","heavily modified Supra","makes","1,000 hp"
"581","stock Supra","reinforcing things","clutch"
"581","stock Supra","reinforcing things","suspension"
"582","8C Spider","limited","500 units"
"582","Matt Farah","met","Afshin Behnia"
"582","Afshin Behnia","fan","Alfa Romeo"
"582","Afshin Behnia","founder","Petrolicious"
"582","Afshin Behnia","’","8C"
"582","8C","Powered","4.7-liter V8"
"582","4.7-liter V8","with","444 hp"
"582","4.7-liter V8","with","350 lb-ft of torque"
"583","Dodge Challenger SRT Demon","Packing","840-horsepower"
"583","Dodge Challenger SRT Demon","Packing","770 lb-ft"
"583","Dodge Challenger SRT Demon","currently","fastest production car"
"583","Dodge Challenger SRT Demon","It ’ s","street legal"
"583","Dodge Challenger SRT Demon","yours","84,995"
"583","Dodge Challenger SRT Demon","debut","New York Auto Show"
"583","supercharged 6.2-liter Hemi V8","upgraded version","Challenger SRT Hellcat"
